branch,cutoff_date,area,region,first_date_disbursement,active_borrowers,active_agent,deliquency_rate,outstanding,weekly_disbursement,weekly_new_borrower_per_bp
POINTID_24,2018-08-18,AREAID_20,REGION_JH,2017-06-10,949,4,0%,1650,20,9
POINTID_81,2018-08-18,AREAID_26,REGIONID_N,2018-07-21,96,2,0%,250,60,11
POINTID_94,2018-08-18,AREAID_23,REGION_JR2,2018-07-28,99,1,0%,250,50,17
POINTID_20,2018-08-18,AREAID_7,REGIONID_N,2017-04-22,1737,7,5%-10%,4250,135,5
POINTID_49,2018-08-18,AREAID_21,REGION_JR1,2017-09-16,1671,8,0%-1%,3650,135,8
POINTID_55,2018-08-18,AREAID_24,REGIONID_JT,2017-11-04,1236,4,0%,2150,75,9
POINTID_36,2018-08-18,AREAID_1,REGION_JH,2017-08-12,1394,6,5%-10%,3150,70,6
POINTID_70,2018-08-18,AREAID_9,REGIONID_N,2018-05-12,517,3,0%,1550,185,27
POINTID_61,2018-08-18,AREAID_25,REGIONID_JT,2018-07-21,99,1,0%,250,10,4
POINTID_45,2018-08-18,AREAID_21,REGION_JR1,2017-09-16,2009,8,0%-1%,4650,135,4
POINTID_43,2018-08-18,AREAID_29,REGION_JH,2017-09-09,1872,9,>10%,4450,55,9
POINTID_98,2018-08-18,AREAID_10,REGIONID_JT,2018-07-14,132,3,0%,400,150,16
POINTID_79,2018-08-18,AREAID_28,REGION_JR1,2018-08-04,35,1,0%,100,35,13
POINTID_35,2018-08-11,AREAID_1,REGION_JH,2017-07-29,1479,8,5%-10%,2600,35,5
POINTID_46,2018-08-11,AREAID_21,REGION_JR1,2017-09-16,1616,7,0%,3750,70,9
POINTID_60,2018-08-11,AREAID_25,REGIONID_JT,2018-04-28,288,2,0%,750,45,7
POINTID_62,2018-08-11,AREAID_13,REGION_JR2,2018-05-05,356,2,0%,900,155,26
POINTID_66,2018-08-11,AREAID_2,REGION_JR1,2018-05-26,326,2,0%,850,145,25
POINTID_87,2018-08-11,AREAID_16,REGIONID_JT,2018-07-21,98,2,0%,300,170,26
POINTID_34,2018-08-11,AREAID_27,REGION_JR1,2017-07-15,1690,6,0%,4350,110,7
POINTID_51,2018-08-11,AREAID_29,REGION_JH,2017-09-09,1472,6,0%-1%,3600,30,4
POINTID_58,2018-08-11,AREAID_7,REGIONID_N,2018-01-13,804,3,1%-2.5%,1700,5,2
POINTID_75,2018-08-11,AREAID_6,REGIONID_JT,2018-05-26,336,2,0%,1000,120,19
POINTID_9,2018-08-11,AREAID_31,REGIONID_JT,2016-09-17,1962,8,0%-1%,3550,90,5
POINTID_16,2018-08-11,AREAID_8,REGIONID_JT,2017-03-25,2795,9,2.5%-5%,6600,75,1
POINTID_10,2018-08-11,AREAID_8,REGIONID_JT,2016-09-10,1272,6,>10%,2700,0,
POINTID_19,2018-08-11,AREAID_7,REGIONID_N,2017-04-15,1876,7,2.5%-5%,4300,100,5
POINTID_38,2018-08-11,AREAID_1,REGION_JH,2017-08-12,1501,5,2.5%-5%,3150,30,3
POINTID_54,2018-08-11,AREAID_24,REGIONID_JT,2017-11-11,1363,5,0%,2600,25,3
POINTID_63,2018-08-11,AREAID_13,REGION_JR2,2018-05-05,330,2,0%,850,110,19
POINTID_72,2018-08-11,AREAID_19,REGIONID_JT,2018-05-19,379,2,0%,1100,115,19
POINTID_59,2018-08-11,AREAID_25,REGIONID_JT,2018-05-05,248,1,0%,650,5,3
POINTID_93,2018-08-11,AREAID_23,REGION_JR2,2018-07-28,91,2,0%,250,165,28
POINTID_12,2018-08-11,AREAID_30,REGIONID_JT,2016-10-08,1386,8,0%-1%,3300,60,8
POINTID_17,2018-08-11,AREAID_8,REGIONID_JT,2017-03-25,2901,9,0%,6050,55,5
POINTID_79,2018-08-11,AREAID_28,REGION_JR1,2018-08-04,22,1,0%,50,65,22
POINTID_102,2018-08-11,AREAID_26,REGIONID_N,2018-08-04,14,1,0%,0,40,7
POINTID_31,2018-08-11,AREAID_14,REGION_JR2,2017-07-29,2254,7,0%,5150,150,8
POINTID_43,2018-08-11,AREAID_29,REGION_JH,2017-09-09,1855,7,5%-10%,4500,80,8
POINTID_45,2018-08-11,AREAID_21,REGION_JR1,2017-09-16,1982,8,0%-1%,4700,10,5
POINTID_98,2018-08-11,AREAID_10,REGIONID_JT,2018-07-14,84,3,0%,250,65,11
POINTID_44,2018-08-11,AREAID_29,REGION_JH,2017-09-09,1506,7,5%-10%,3300,55,7
POINTID_86,2018-08-11,AREAID_19,REGIONID_JT,2018-07-21,82,2,0%,250,125,21
POINTID_101,2018-08-11,AREAID_15,REGION_JR1,2018-08-04,42,2,0%,100,125,21
POINTID_85,2018-08-11,AREAID_22,REGIONID_JT,2018-08-04,10,1,0%,0,30,10
POINTID_29,2018-08-11,AREAID_14,REGION_JR2,2017-07-29,2473,7,0%,5900,120,4
POINTID_37,2018-08-11,AREAID_1,REGION_JH,2017-08-05,1490,5,2.5%-5%,2900,100,12
POINTID_97,2018-08-11,AREAID_15,REGION_JR1,2018-07-21,126,2,0%,350,180,29
POINTID_82,2018-08-11,AREAID_9,REGIONID_N,2018-07-21,143,2,0%,450,190,19
POINTID_48,2018-08-11,AREAID_21,REGION_JR1,2017-09-09,1530,6,0%,3500,185,11
POINTID_28,2018-08-11,AREAID_20,REGION_JH,2017-06-03,979,4,2.5%-5%,2000,5,1
POINTID_24,2018-08-11,AREAID_20,REGION_JH,2017-06-10,946,4,0%,1700,0,
POINTID_47,2018-08-11,AREAID_21,REGION_JR1,2017-09-16,2104,8,0%,4400,410,23
POINTID_15,2018-08-11,AREAID_8,REGIONID_JT,2016-11-12,1870,7,>10%,4950,20,4
POINTID_23,2018-08-11,AREAID_7,REGIONID_N,2017-05-06,1424,8,2.5%-5%,3300,110,5
POINTID_22,2018-08-11,AREAID_7,REGIONID_N,2017-04-29,1036,6,5%-10%,2150,40,4
POINTID_33,2018-08-11,AREAID_27,REGION_JR1,2017-07-22,988,3,0%,2800,40,3
POINTID_81,2018-08-11,AREAID_26,REGIONID_N,2018-07-21,75,2,0%,200,105,12
POINTID_40,2018-08-11,AREAID_14,REGION_JR2,2017-08-26,1874,6,0%,4500,125,8
POINTID_52,2018-08-11,AREAID_29,REGION_JH,2017-09-09,1734,6,0%,3950,95,5
POINTID_56,2018-08-11,AREAID_24,REGIONID_JT,2017-11-11,1148,4,0%,2050,90,8
POINTID_25,2018-08-11,AREAID_20,REGION_JH,2017-06-10,1199,5,0%,2400,125,10
POINTID_74,2018-08-11,AREAID_16,REGIONID_JT,2018-07-07,141,1,0%,450,145,21
POINTID_65,2018-08-11,AREAID_2,REGION_JR1,2018-05-26,297,2,0%,800,110,19
POINTID_80,2018-08-11,AREAID_26,REGIONID_N,2018-07-21,61,1,0%,150,95,16
POINTID_14,2018-08-11,AREAID_8,REGIONID_JT,2016-10-15,1536,6,>10%,4100,10,1
POINTID_49,2018-08-11,AREAID_21,REGION_JR1,2017-09-16,1632,8,0%-1%,3650,145,10
POINTID_32,2018-08-11,AREAID_27,REGION_JR1,2017-07-22,1495,7,0%-1%,4150,130,7
POINTID_91,2018-08-11,AREAID_4,REGION_JH,2018-07-28,54,1,0%,150,75,26
POINTID_61,2018-08-11,AREAID_25,REGIONID_JT,2018-07-21,95,2,0%,250,90,16
POINTID_71,2018-08-11,AREAID_19,REGIONID_JT,2018-06-02,301,3,0%,900,155,16
POINTID_92,2018-08-11,AREAID_4,REGION_JH,2018-07-28,38,1,0%,50,45,17
POINTID_57,2018-08-11,AREAID_24,REGIONID_JT,2017-11-11,1130,5,0%,2050,30,4
POINTID_67,2018-08-11,AREAID_5,REGIONID_N,2018-04-28,681,3,0%,2000,210,20
POINTID_68,2018-08-11,AREAID_5,REGIONID_N,2018-06-30,196,2,0%,650,160,23
POINTID_73,2018-08-11,AREAID_16,REGIONID_JT,2018-05-26,244,2,0%,750,105,16
POINTID_42,2018-08-11,AREAID_27,REGION_JR1,2017-09-09,1077,5,0%,2700,35,5
POINTID_39,2018-08-11,AREAID_14,REGION_JR2,2017-08-19,1955,6,0%,4900,185,9
POINTID_83,2018-08-11,AREAID_5,REGIONID_N,2018-07-14,114,2,0%,350,120,18
POINTID_94,2018-08-11,AREAID_23,REGION_JR2,2018-07-28,82,1,0%,200,130,45
POINTID_89,2018-08-11,AREAID_11,REGION_JH,2018-07-28,33,3,0%,50,60,13
POINTID_20,2018-08-11,AREAID_7,REGIONID_N,2017-04-22,1713,7,5%-10%,4250,35,4
POINTID_53,2018-08-11,AREAID_24,REGIONID_JT,2017-11-11,1368,5,0%,2550,155,13
POINTID_55,2018-08-11,AREAID_24,REGIONID_JT,2017-11-04,1211,4,0%,2150,50,6
POINTID_50,2018-08-11,AREAID_29,REGION_JH,2017-09-09,1121,5,1%-2.5%,2700,35,7
POINTID_36,2018-08-11,AREAID_1,REGION_JH,2017-08-12,1372,5,5%-10%,3150,50,4
POINTID_70,2018-08-11,AREAID_9,REGIONID_N,2018-05-12,464,3,0%,1400,70,10
POINTID_64,2018-08-11,AREAID_13,REGION_JR2,2018-05-05,354,2,0%,950,180,31
POINTID_78,2018-08-11,AREAID_28,REGION_JR1,2018-05-26,297,2,0%,800,185,21
POINTID_77,2018-08-11,AREAID_6,REGIONID_JT,2018-07-14,92,2,0%,250,105,18
POINTID_8,2018-08-11,AREAID_30,REGIONID_JT,2016-09-03,2002,8,0%,3850,180,6
POINTID_30,2018-08-11,AREAID_14,REGION_JR2,2017-07-29,2523,8,0%,5650,160,3
POINTID_41,2018-08-11,AREAID_27,REGION_JR1,2017-08-19,1055,4,2.5%-5%,2300,35,5
POINTID_22,2018-08-04,AREAID_7,REGIONID_N,2017-04-29,1059,5,5%-10%,2200,20,2
POINTID_23,2018-08-04,AREAID_7,REGIONID_N,2017-05-06,1413,7,2.5%-5%,3300,80,5
POINTID_24,2018-08-04,AREAID_20,REGION_JH,2017-06-10,947,5,0%,1750,10,4
POINTID_60,2018-08-04,AREAID_25,REGIONID_JT,2018-04-28,274,2,0%,750,95,16
POINTID_32,2018-08-04,AREAID_27,REGION_JR1,2017-07-22,1470,7,0%-1%,4150,20,2
POINTID_55,2018-08-04,AREAID_24,REGIONID_JT,2017-11-04,1193,4,0%,2150,70,8
POINTID_71,2018-08-04,AREAID_19,REGIONID_JT,2018-06-02,253,2,0%,750,30,5
POINTID_92,2018-08-04,AREAID_4,REGION_JH,2018-07-28,21,1,0%,50,50,21
POINTID_38,2018-08-04,AREAID_1,REGION_JH,2017-08-12,1494,5,2.5%-5%,3200,110,6
POINTID_40,2018-08-04,AREAID_14,REGION_JR2,2017-08-26,1843,7,0%,4500,45,1
POINTID_25,2018-08-04,AREAID_20,REGION_JH,2017-06-10,1165,5,0%,2350,95,8
POINTID_59,2018-08-04,AREAID_25,REGIONID_JT,2018-05-05,245,3,0%,650,65,12
POINTID_68,2018-08-04,AREAID_5,REGIONID_N,2018-06-30,150,2,0%,500,130,19
POINTID_74,2018-08-04,AREAID_16,REGIONID_JT,2018-07-07,99,1,0%,300,40,12
POINTID_17,2018-08-04,AREAID_8,REGIONID_JT,2017-03-25,2938,9,0%,6200,100,5
POINTID_12,2018-08-04,AREAID_30,REGIONID_JT,2016-10-08,1374,9,0%-1%,3350,70,6
POINTID_8,2018-08-04,AREAID_30,REGIONID_JT,2016-09-03,1975,8,0%,3800,60,3
POINTID_41,2018-08-04,AREAID_27,REGION_JR1,2017-08-19,1046,4,2.5%-5%,2350,25,3
POINTID_45,2018-08-04,AREAID_21,REGION_JR1,2017-09-16,1981,9,0%-1%,4850,110,4
POINTID_30,2018-08-04,AREAID_14,REGION_JR2,2017-07-29,2506,8,0%,5650,370,10
POINTID_31,2018-08-04,AREAID_14,REGION_JR2,2017-07-29,2217,7,0%,5200,120,6
POINTID_43,2018-08-04,AREAID_29,REGION_JH,2017-09-09,1844,7,5%-10%,4550,65,7
POINTID_98,2018-08-04,AREAID_10,REGIONID_JT,2018-07-14,62,2,0%,200,35,6
POINTID_28,2018-08-04,AREAID_20,REGION_JH,2017-06-03,979,4,1%-2.5%,2050,25,3
POINTID_39,2018-08-04,AREAID_14,REGION_JR2,2017-08-19,1903,6,0%,4850,75,5
POINTID_33,2018-08-04,AREAID_27,REGION_JR1,2017-07-22,988,3,0%,2850,5,2
POINTID_66,2018-08-04,AREAID_2,REGION_JR1,2018-05-26,277,2,0%,750,110,19
POINTID_83,2018-08-04,AREAID_5,REGIONID_N,2018-07-14,79,2,0%,250,95,14
POINTID_86,2018-08-04,AREAID_19,REGIONID_JT,2018-07-21,41,2,0%,100,105,17
POINTID_94,2018-08-04,AREAID_23,REGION_JR2,2018-07-28,37,1,0%,100,110,37
POINTID_10,2018-08-04,AREAID_8,REGIONID_JT,2016-09-10,1310,6,>10%,2850,5,3
POINTID_52,2018-08-04,AREAID_29,REGION_JH,2017-09-09,1720,6,0%,3950,85,10
POINTID_56,2018-08-04,AREAID_24,REGIONID_JT,2017-11-11,1118,4,0%,2000,60,7
POINTID_57,2018-08-04,AREAID_24,REGIONID_JT,2017-11-11,1119,5,0%,2100,90,11
POINTID_63,2018-08-04,AREAID_13,REGION_JR2,2018-05-05,292,2,0%,750,5,2
POINTID_49,2018-08-04,AREAID_21,REGION_JR1,2017-09-16,1583,8,0%,3600,70,3
POINTID_70,2018-08-04,AREAID_9,REGIONID_N,2018-05-12,444,3,0%,1350,55,6
POINTID_64,2018-08-04,AREAID_13,REGION_JR2,2018-05-05,293,2,0%,750,20,8
POINTID_61,2018-08-04,AREAID_25,REGIONID_JT,2018-07-21,64,2,0%,150,160,27
POINTID_44,2018-08-04,AREAID_29,REGION_JH,2017-09-09,1487,7,5%-10%,3300,45,6
POINTID_35,2018-08-04,AREAID_1,REGION_JH,2017-07-29,1474,7,2.5%-5%,2650,60,9
POINTID_46,2018-08-04,AREAID_21,REGION_JR1,2017-09-16,1591,6,0%,3800,35,2
POINTID_47,2018-08-04,AREAID_21,REGION_JR1,2017-09-16,1969,7,0%,4100,370,21
POINTID_42,2018-08-04,AREAID_27,REGION_JR1,2017-09-09,1064,5,0%,2750,35,6
POINTID_62,2018-08-04,AREAID_13,REGION_JR2,2018-05-05,304,2,0%,750,45,8
POINTID_81,2018-08-04,AREAID_26,REGIONID_N,2018-07-21,40,1,0%,100,80,14
POINTID_67,2018-08-04,AREAID_5,REGIONID_N,2018-04-28,621,3,0%,1850,110,11
POINTID_73,2018-08-04,AREAID_16,REGIONID_JT,2018-05-26,213,2,0%,650,45,7
POINTID_82,2018-08-04,AREAID_9,REGIONID_N,2018-07-21,88,2,0%,300,255,25
POINTID_65,2018-08-04,AREAID_2,REGION_JR1,2018-05-26,260,2,0%,700,50,9
POINTID_80,2018-08-04,AREAID_26,REGIONID_N,2018-07-21,29,1,0%,50,60,11
POINTID_14,2018-08-04,AREAID_8,REGIONID_JT,2016-10-15,1563,7,>10%,4200,50,3
POINTID_20,2018-08-04,AREAID_7,REGIONID_N,2017-04-22,1711,7,2.5%-5%,4350,95,7
POINTID_50,2018-08-04,AREAID_29,REGION_JH,2017-09-09,1107,6,0%-1%,2750,25,3
POINTID_48,2018-08-04,AREAID_21,REGION_JR1,2017-09-09,1501,7,0%,3450,125,11
POINTID_53,2018-08-04,AREAID_24,REGIONID_JT,2017-11-11,1316,5,0%,2450,125,14
POINTID_58,2018-08-04,AREAID_7,REGIONID_N,2018-01-13,802,3,0%,1750,45,6
POINTID_75,2018-08-04,AREAID_6,REGIONID_JT,2018-05-26,299,2,0%,900,145,15
POINTID_77,2018-08-04,AREAID_6,REGIONID_JT,2018-07-14,57,2,0%,150,55,9
POINTID_91,2018-08-04,AREAID_4,REGION_JH,2018-07-28,28,1,0%,50,80,28
POINTID_89,2018-08-04,AREAID_11,REGION_JH,2018-07-28,8,1,0%,0,20,8
POINTID_19,2018-08-04,AREAID_7,REGIONID_N,2017-04-15,1861,7,2.5%-5%,4350,105,4
POINTID_37,2018-08-04,AREAID_1,REGION_JH,2017-08-05,1464,5,2.5%-5%,2900,25,3
POINTID_9,2018-08-04,AREAID_31,REGIONID_JT,2016-09-17,1951,8,0%-1%,3600,175,10
POINTID_29,2018-08-04,AREAID_14,REGION_JR2,2017-07-29,2458,8,0%,5950,250,11
POINTID_16,2018-08-04,AREAID_8,REGIONID_JT,2017-03-25,2810,9,2.5%-5%,6800,120,4
POINTID_54,2018-08-04,AREAID_24,REGIONID_JT,2017-11-11,1354,5,0%,2700,90,11
POINTID_72,2018-08-04,AREAID_19,REGIONID_JT,2018-05-19,342,2,0%,1000,125,20
POINTID_97,2018-08-04,AREAID_15,REGION_JR1,2018-07-21,69,2,0%,200,165,27
POINTID_93,2018-08-04,AREAID_23,REGION_JR2,2018-07-28,36,2,0%,100,105,18
POINTID_15,2018-08-04,AREAID_8,REGIONID_JT,2016-11-12,1864,8,>10%,5100,40,2
POINTID_87,2018-08-04,AREAID_16,REGIONID_JT,2018-07-21,46,2,0%,150,105,16
POINTID_36,2018-08-04,AREAID_1,REGION_JH,2017-08-12,1358,6,5%-10%,3200,130,12
POINTID_51,2018-08-04,AREAID_29,REGION_JH,2017-09-09,1461,5,0%-1%,3650,100,11
POINTID_34,2018-08-04,AREAID_27,REGION_JR1,2017-07-15,1660,6,0%,4350,105,7
POINTID_78,2018-08-04,AREAID_28,REGION_JR1,2018-05-26,234,2,0%,650,30,3
POINTID_47,2018-07-28,AREAID_21,REGION_JR1,2017-09-16,1848,6,0%,3850,335,7
POINTID_14,2018-07-28,AREAID_8,REGIONID_JT,2016-10-15,1553,7,5%-10%,4300,70,8
POINTID_55,2018-07-28,AREAID_24,REGIONID_JT,2017-11-04,1170,4,0%,2150,60,7
POINTID_70,2018-07-28,AREAID_9,REGIONID_N,2018-05-12,427,3,0%,1350,130,10
POINTID_64,2018-07-28,AREAID_13,REGION_JR2,2018-05-05,285,2,0%,750,110,19
POINTID_61,2018-07-28,AREAID_25,REGIONID_JT,2018-07-21,10,1,0%,0,30,10
POINTID_87,2018-07-28,AREAID_16,REGIONID_JT,2018-07-21,15,1,0%,50,50,8
POINTID_16,2018-07-28,AREAID_8,REGIONID_JT,2017-03-25,2806,9,1%-2.5%,6950,50,2
POINTID_52,2018-07-28,AREAID_29,REGION_JH,2017-09-09,1694,6,0%,4000,70,6
POINTID_37,2018-07-28,AREAID_1,REGION_JH,2017-08-05,1454,5,2.5%-5%,2950,60,6
POINTID_57,2018-07-28,AREAID_24,REGIONID_JT,2017-11-11,1088,4,0%,2100,120,11
POINTID_59,2018-07-28,AREAID_25,REGIONID_JT,2018-05-05,222,2,0%,600,85,15
POINTID_73,2018-07-28,AREAID_16,REGIONID_JT,2018-05-26,200,2,0%,650,105,16
POINTID_12,2018-07-28,AREAID_30,REGIONID_JT,2016-10-08,1365,8,0%-1%,3400,235,1
POINTID_17,2018-07-28,AREAID_8,REGIONID_JT,2017-03-25,2939,9,0%,6350,200,6
POINTID_43,2018-07-28,AREAID_29,REGION_JH,2017-09-09,1823,7,5%-10%,4600,10,2
POINTID_45,2018-07-28,AREAID_21,REGION_JR1,2017-09-16,1955,8,0%-1%,4850,190,2
POINTID_98,2018-07-28,AREAID_10,REGIONID_JT,2018-07-14,51,1,0%,150,85,25
POINTID_35,2018-07-28,AREAID_1,REGION_JH,2017-07-29,1457,5,2.5%-5%,2650,50,10
POINTID_42,2018-07-28,AREAID_27,REGION_JR1,2017-09-09,1054,4,0%,2800,165,6
POINTID_24,2018-07-28,AREAID_20,REGION_JH,2017-06-10,944,5,0%,1800,40,11
POINTID_60,2018-07-28,AREAID_25,REGIONID_JT,2018-04-28,242,2,0%,650,115,19
POINTID_20,2018-07-28,AREAID_7,REGIONID_N,2017-04-22,1690,6,1%-2.5%,4400,55,5
POINTID_50,2018-07-28,AREAID_29,REGION_JH,2017-09-09,1098,6,0%-1%,2800,40,7
POINTID_86,2018-07-28,AREAID_19,REGIONID_JT,2018-07-21,8,1,0%,0,20,8
POINTID_44,2018-07-28,AREAID_29,REGION_JH,2017-09-09,1471,6,1%-2.5%,3350,50,6
POINTID_22,2018-07-28,AREAID_7,REGIONID_N,2017-04-29,1059,5,2.5%-5%,2250,35,6
POINTID_28,2018-07-28,AREAID_20,REGION_JH,2017-06-03,973,6,1%-2.5%,2050,30,5
POINTID_66,2018-07-28,AREAID_2,REGION_JR1,2018-05-26,239,2,0%,650,95,17
POINTID_25,2018-07-28,AREAID_20,REGION_JH,2017-06-10,1135,5,0%,2350,60,7
POINTID_38,2018-07-28,AREAID_1,REGION_JH,2017-08-12,1459,5,2.5%-5%,3200,35,12
POINTID_63,2018-07-28,AREAID_13,REGION_JR2,2018-05-05,290,2,0%,750,100,18
POINTID_67,2018-07-28,AREAID_5,REGIONID_N,2018-04-28,589,3,0%,1750,80,8
POINTID_72,2018-07-28,AREAID_19,REGIONID_JT,2018-05-19,302,2,0%,850,160,26
POINTID_68,2018-07-28,AREAID_5,REGIONID_N,2018-06-30,112,2,0%,350,65,10
POINTID_8,2018-07-28,AREAID_30,REGIONID_JT,2016-09-03,1959,7,0%,3900,380,10
POINTID_31,2018-07-28,AREAID_14,REGION_JR2,2017-07-29,2181,6,0%,5250,260,9
POINTID_41,2018-07-28,AREAID_27,REGION_JR1,2017-08-19,1042,4,2.5%-5%,2400,285,7
POINTID_65,2018-07-28,AREAID_2,REGION_JR1,2018-05-26,242,2,0%,650,100,17
POINTID_48,2018-07-28,AREAID_21,REGION_JR1,2017-09-09,1460,6,0%,3450,390,8
POINTID_53,2018-07-28,AREAID_24,REGIONID_JT,2017-11-11,1274,5,0%,2400,120,11
POINTID_36,2018-07-28,AREAID_1,REGION_JH,2017-08-12,1312,5,5%-10%,3150,10,2
POINTID_32,2018-07-28,AREAID_27,REGION_JR1,2017-07-22,1472,5,0%,4250,235,4
POINTID_58,2018-07-28,AREAID_7,REGIONID_N,2018-01-13,786,3,0%,1750,45,15
POINTID_75,2018-07-28,AREAID_6,REGIONID_JT,2018-05-26,254,2,0%,750,140,14
POINTID_71,2018-07-28,AREAID_19,REGIONID_JT,2018-06-02,244,2,0%,750,140,21
POINTID_19,2018-07-28,AREAID_7,REGIONID_N,2017-04-15,1850,7,2.5%-5%,4350,50,4
POINTID_29,2018-07-28,AREAID_14,REGION_JR2,2017-07-29,2394,6,0%,5850,430,12
POINTID_9,2018-07-28,AREAID_31,REGIONID_JT,2016-09-17,1902,8,0%-1%,3550,130,4
POINTID_56,2018-07-28,AREAID_24,REGIONID_JT,2017-11-11,1097,4,0%,2050,10,4
POINTID_40,2018-07-28,AREAID_14,REGION_JR2,2017-08-26,1837,8,0%,4600,545,9
POINTID_10,2018-07-28,AREAID_8,REGIONID_JT,2016-09-10,1313,7,>10%,2900,60,7
POINTID_54,2018-07-28,AREAID_24,REGIONID_JT,2017-11-11,1323,5,0%,2650,55,7
POINTID_74,2018-07-28,AREAID_16,REGIONID_JT,2018-07-07,87,1,0%,250,90,14
POINTID_97,2018-07-28,AREAID_15,REGION_JR1,2018-07-21,14,1,0%,0,40,14
POINTID_82,2018-07-28,AREAID_9,REGIONID_N,2018-07-21,15,1,0%,50,50,8
POINTID_23,2018-07-28,AREAID_7,REGIONID_N,2017-05-06,1398,7,1%-2.5%,3350,165,5
POINTID_46,2018-07-28,AREAID_21,REGION_JR1,2017-09-16,1585,6,0%,3900,205,9
POINTID_15,2018-07-28,AREAID_8,REGIONID_JT,2016-11-12,1862,7,>10%,5150,10,0
POINTID_39,2018-07-28,AREAID_14,REGION_JR2,2017-08-19,1883,6,0%,4950,450,4
POINTID_33,2018-07-28,AREAID_27,REGION_JR1,2017-07-22,992,3,0%,2950,115,2
POINTID_62,2018-07-28,AREAID_13,REGION_JR2,2018-05-05,288,2,0%,750,110,19
POINTID_83,2018-07-28,AREAID_5,REGIONID_N,2018-07-14,51,2,0%,150,125,19
POINTID_81,2018-07-28,AREAID_26,REGIONID_N,2018-07-21,12,1,0%,0,35,6
POINTID_49,2018-07-28,AREAID_21,REGION_JR1,2017-09-16,1565,8,0%,3650,175,6
POINTID_34,2018-07-28,AREAID_27,REGION_JR1,2017-07-15,1626,6,0%,4350,360,6
POINTID_51,2018-07-28,AREAID_29,REGION_JH,2017-09-09,1433,6,0%,3650,50,6
POINTID_78,2018-07-28,AREAID_28,REGION_JR1,2018-05-26,224,2,0%,600,130,11
POINTID_77,2018-07-28,AREAID_6,REGIONID_JT,2018-07-14,39,2,0%,100,80,14
POINTID_30,2018-07-28,AREAID_14,REGION_JR2,2017-07-29,2455,6,0%,5500,515,15
POINTID_80,2018-07-28,AREAID_26,REGIONID_N,2018-07-21,8,1,0%,0,20,4
POINTID_35,2018-07-21,AREAID_1,REGION_JH,2017-07-29,1441,5,2.5%-5%,2700,135,2
POINTID_39,2018-07-21,AREAID_14,REGION_JR2,2017-08-19,1865,6,0%,4750,325,3
POINTID_23,2018-07-21,AREAID_7,REGIONID_N,2017-05-06,1390,6,1%-2.5%,3250,90,1
POINTID_60,2018-07-21,AREAID_25,REGIONID_JT,2018-04-28,204,2,0%,550,125,21
POINTID_19,2018-07-21,AREAID_7,REGIONID_N,2017-04-15,1850,7,1%-2.5%,4450,270,5
POINTID_20,2018-07-21,AREAID_7,REGIONID_N,2017-04-22,1676,6,1%-2.5%,4450,225,1
POINTID_50,2018-07-21,AREAID_29,REGION_JH,2017-09-09,1084,5,0%-1%,2800,200,0
POINTID_53,2018-07-21,AREAID_24,REGIONID_JT,2017-11-11,1233,4,0%,2350,50,6
POINTID_64,2018-07-21,AREAID_13,REGION_JR2,2018-05-05,248,2,0%,650,150,26
POINTID_71,2018-07-21,AREAID_19,REGIONID_JT,2018-06-02,202,2,0%,600,150,23
POINTID_77,2018-07-21,AREAID_6,REGIONID_JT,2018-07-14,12,1,0%,0,35,6
POINTID_52,2018-07-21,AREAID_29,REGION_JH,2017-09-09,1675,6,0%,4050,555,4
POINTID_40,2018-07-21,AREAID_14,REGION_JR2,2017-08-26,1776,8,0%,4300,280,5
POINTID_37,2018-07-21,AREAID_1,REGION_JH,2017-08-05,1434,6,2.5%-5%,3000,180,4
POINTID_72,2018-07-21,AREAID_19,REGIONID_JT,2018-05-19,251,2,0%,750,100,17
POINTID_68,2018-07-21,AREAID_5,REGIONID_N,2018-06-30,93,2,0%,300,110,16
POINTID_12,2018-07-21,AREAID_30,REGIONID_JT,2016-10-08,1363,8,0%-1%,3300,125,1
POINTID_43,2018-07-21,AREAID_29,REGION_JH,2017-09-09,1821,7,5%-10%,4750,385,9
POINTID_41,2018-07-21,AREAID_27,REGION_JR1,2017-08-19,1017,4,2.5%-5%,2250,5,0
POINTID_28,2018-07-21,AREAID_20,REGION_JH,2017-06-03,962,4,0%-1%,2100,5,2
POINTID_24,2018-07-21,AREAID_20,REGION_JH,2017-06-10,933,4,0%,1800,25,4
POINTID_42,2018-07-21,AREAID_27,REGION_JR1,2017-09-09,1041,4,0%,2750,95,0
POINTID_66,2018-07-21,AREAID_2,REGION_JR1,2018-05-26,206,2,0%,550,140,24
POINTID_83,2018-07-21,AREAID_5,REGIONID_N,2018-07-14,14,1,0%,0,45,7
POINTID_54,2018-07-21,AREAID_24,REGIONID_JT,2017-11-11,1305,5,0%,2700,85,10
POINTID_67,2018-07-21,AREAID_5,REGIONID_N,2018-04-28,566,3,0%,1750,120,18
POINTID_59,2018-07-21,AREAID_25,REGIONID_JT,2018-05-05,193,2,0%,500,105,18
POINTID_74,2018-07-21,AREAID_16,REGIONID_JT,2018-07-07,60,1,0%,200,70,7
POINTID_51,2018-07-21,AREAID_29,REGION_JH,2017-09-09,1417,5,0%,3700,160,5
POINTID_36,2018-07-21,AREAID_1,REGION_JH,2017-08-12,1309,5,2.5%-5%,3200,130,8
